Id,Category
1056,0
1057,5
1058,9
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,8
1066,1
1067,10
1068,4
1069,9
1070,9
1071,6
1072,7
1073,9
1074,10
1075,2
1076,8
1077,5
1078,2
1079,10
1080,9
1081,2
1082,6
1083,9
1084,2
1085,3
1086,7
1087,5
1088,2
1089,4
1090,1
1091,10
1092,1
1093,5
1094,5
1095,2
1096,10
1097,2
1098,10
1099,6
1100,7
1101,8
1102,5
1103,10
1104,6
1105,1
1106,9
1107,10
1108,8
1109,9
1110,2
1111,9
1112,2
1113,9
1114,6
1115,3
1116,9
1117,5
1118,5
1119,8
1120,6
1121,6
1122,7
1123,10
1124,1
1125,9
1126,6
1127,10
1128,8
1129,4
1130,2
1131,10
1132,2
1133,6
1134,10
1135,8
1136,10
1137,9
1138,7
1139,10
1140,6
1141,10
1142,9
1143,2
1144,8
1145,10
1146,8
1147,10
1148,1
1149,10
1150,4
1151,10
1152,10
1153,5
1154,8
1155,6
1156,5
1157,5
1158,2
1159,9
1160,8
1161,2
1162,9
1163,9
1164,10
1165,2
1166,5
1167,5
1168,2
1169,5
1170,4
1171,9
1172,6
1173,2
1174,10
1175,5
1176,10
1177,1
1178,2
1179,4
1180,1
1181,6
1182,1
1183,5
1184,2
1185,6
1186,6
1187,5
1188,8
1189,9
1190,7
1191,2
1192,8
1193,6
1194,10
1195,3
1196,4
1197,5
1198,2
1199,6
1200,2
1201,5
1202,8
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,10
1212,5
1213,10
1214,2
1215,10
1216,8
1217,10
1218,2
1219,9
1220,10
1221,10
1222,5
1223,1
1224,6
1225,6
1226,9
1227,6
1228,10
1229,9
1230,0
1231,4
1232,10
1233,10
1234,2
1235,8
1236,10
1237,3
1238,4
1239,9
1240,2
1241,4
1242,10
1243,6
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,5
1255,10
1256,4
1257,10
1258,8
1259,1
1260,1
1261,2
1262,5
1263,4
1264,4
1265,9
1266,5
1267,10
1268,10
1269,10
1270,2
1271,2
1272,2
1273,2
1274,10
1275,1
1276,0
1277,10
1278,10
1279,2
1280,2
1281,2
1282,9
1283,5
1284,6
1285,2
1286,10
1287,9
1288,10
1289,10
1290,8
1291,8
1292,5
1293,5
1294,10
1295,5
1296,2
1297,5
1298,9
1299,2
1300,9
1301,5
1302,5
1303,2
1304,0
1305,2
1306,1
1307,6
1308,2
1309,3
1310,10
1311,3
1312,9
1313,9
1314,10
1315,3
1316,6
1317,10
1318,5
1319,10
1320,2
1321,6
1322,3
1323,6
1324,10
1325,2
1326,3
1327,4
1328,4
1329,9
1330,10
1331,9
1332,9
1333,10
1334,5
1335,4
1336,10
1337,8
1338,4
1339,2
1340,2
1341,10
1342,4
1343,10
1344,9
1345,7
1346,10
1347,10
1348,10
1349,10
1350,8
1351,5
1352,1
1353,8
1354,8
1355,7
1356,5
1357,6
1358,9
1359,9
1360,6
1361,9
1362,5
1363,5
1364,10
1365,7
1366,6
1367,2
1368,9
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,1
1379,8
1380,4
1381,3
1382,8
1383,10
1384,5
1385,4
1386,4
1387,10
1388,9
1389,10
1390,10
1391,5
1392,2
1393,5
1394,1
1395,2
1396,10
1397,2
1398,8
1399,9
1400,9
1401,9
1402,9
1403,9
1404,9
1405,4
1406,9
1407,7
1408,8
1409,2
1410,4
1411,10
1412,6
1413,8
1414,8
1415,5
1416,8
1417,6
1418,5
1419,0
1420,10
1421,2
1422,3
1423,8
1424,10
1425,2
1426,6
1427,6
1428,5
1429,9
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,10
1438,5
1439,5
1440,9
1441,6
1442,3
1443,8
1444,10
1445,6
1446,9
1447,10
1448,7
1449,10
1450,3
1451,4
1452,8
1453,9
1454,2
1455,10
1456,9
1457,10
1458,10
1459,4
1460,2
1461,5
1462,8
1463,10
1464,9
1465,5
1466,8
1467,9
1468,8
1469,2
1470,2
1471,9
1472,9
1473,2
1474,10
1475,10
1476,9
1477,4
1478,10
1479,6
1480,6
1481,5
1482,9
1483,9
1484,6
1485,10
1486,10
1487,3
1488,10
1489,6
1490,2
1491,10
1492,8
1493,2
1494,10
1495,9
1496,9
1497,10
1498,2
1499,10
1500,10
1501,7
1502,8
1503,9
1504,9
1505,9
1506,2
1507,7
1508,8
1509,4
1510,4
1511,10
1512,10
1513,6
1514,8
1515,9
1516,10
1517,5
1518,8
1519,1
1520,5
1521,2
1522,7
1523,2
1524,4
1525,5
1526,6
1527,4
1528,4
1529,10
1530,10
1531,5
1532,0
1533,4
1534,2
1535,7
1536,8
1537,2
1538,6
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,5
1555,2
1556,2
1557,5
1558,6
1559,9
1560,0
1561,10
1562,3
1563,9
1564,7
1565,6
1566,9
1567,1
1568,9
1569,1
1570,2
1571,5
1572,10
1573,10
1574,10
1575,4
1576,2
1577,9
1578,2
1579,7
1580,9
1581,6
1582,8
1583,9
1584,8
1585,3
1586,4
1587,5
1588,2
1589,10
1590,2
1591,10
1592,9
1593,10
1594,10
1595,4
1596,10
1597,6
1598,3
1599,10
1600,9
1601,4
1602,5
1603,9
1604,8
1605,8
1606,10
1607,2
1608,10
1609,6
1610,9
1611,1
1612,9
1613,10
1614,6
1615,7
1616,6
1617,10
1618,3
1619,2
1620,4
1621,4
1622,1
1623,8
1624,10
1625,2
1626,3
1627,1
1628,9
1629,1
1630,5
1631,10
1632,5
1633,9
1634,8
1635,3
1636,6
1637,8
1638,5
1639,1
1640,5
1641,1
1642,5
1643,7
1644,9
1645,2
1646,2
1647,5
1648,1
1649,8
1650,7
1651,5
1652,10
1653,1
1654,9
1655,10
1656,1
1657,3
1658,5
1659,1
1660,7
1661,4
1662,1
1663,5
1664,5
1665,7
1666,10
1667,5
1668,0
1669,4
1670,4
1671,2
1672,6
1673,8
1674,9
1675,10
1676,5
1677,7
1678,5
1679,3
1680,10
1681,5
1682,4
1683,3
1684,5
1685,10
1686,2
1687,8
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,9
1698,9
1699,5
1700,4
1701,9
1702,10
1703,6
1704,8
1705,8
1706,10
1707,10
1708,0
1709,6
1710,3
1711,10
1712,2
1713,4
1714,4
1715,9
1716,10
1717,5
1718,10
1719,5
1720,8
1721,5
1722,4
1723,2
1724,9
1725,10
1726,6
1727,10
1728,1
1729,3
1730,2
1731,9
1732,9
1733,2
1734,6
1735,6
1736,3
1737,7
1738,10
1739,10
1740,2
1741,7
1742,9
1743,9
1744,10
1745,6
1746,10
1747,4
1748,6
1749,9
1750,3
1751,5
1752,6
1753,10
1754,10
1755,5
1756,3
1757,6
1758,5
1759,1
1760,1
1761,4
1762,6
1763,6
1764,10
1765,9
1766,3
1767,5
1768,3
1769,8
1770,5
1771,10
1772,10
1773,10
1774,7
1775,8
1776,10
1777,9
1778,1
1779,8
1780,4
1781,8
1782,2
1783,9
1784,9
1785,6
1786,2
1787,10
1788,10
1789,9
1790,8
1791,10
1792,9
1793,4
1794,4
1795,1
1796,5
1797,10
1798,10
1799,10
1800,10
1801,4
1802,5
1803,8
1804,6
1805,4
1806,9
1807,5
1808,9
1809,10
1810,4
1811,4
1812,4
1813,1
1814,10
1815,2
1816,2
1817,0
1818,8
1819,10
1820,9
1821,10
1822,9
1823,9
1824,2
1825,10
1826,1
1827,9
1828,9
1829,5
1830,7
1831,2
1832,4
1833,2
1834,6
1835,8
1836,10
1837,9
1838,6
1839,9
1840,9
1841,2
1842,4
1843,10
1844,9
1845,10
1846,6
1847,9
1848,5
1849,8
1850,2
1851,5
1852,10
1853,4
1854,7
1855,1
1856,6
1857,6
1858,1
1859,6
1860,9
1861,2
1862,0
1863,5
1864,10
1865,2
1866,2
1867,8
1868,1
1869,3
1870,1
1871,5
1872,0
1873,10
1874,4
1875,10
1876,8
1877,10
1878,4
1879,6
1880,3
1881,8
1882,5
1883,3
1884,10
1885,4
1886,9
1887,8
1888,5
1889,4
1890,4
1891,2
1892,9
1893,7
1894,6
1895,7
1896,7
1897,5
1898,6
1899,10
1900,10
1901,9
1902,9
1903,5
1904,10
1905,2
1906,5
1907,5
1908,10
1909,5
1910,10
1911,10
1912,4
1913,2
1914,9
1915,9
1916,5
1917,1
1918,8
1919,3
1920,8
1921,10
1922,10
1923,3
1924,6
1925,5
1926,5
1927,2
1928,8
1929,10
1930,5
1931,10
1932,1
1933,10
1934,5
1935,8
1936,10
1937,6
1938,6
1939,4
1940,6
1941,4
1942,10
1943,9
1944,6
1945,9
1946,6
1947,8
1948,10
1949,5
1950,9
1951,9
1952,10
1953,6
1954,8
1955,2
1956,2
1957,3
1958,9
1959,2
1960,2
1961,10
1962,3
1963,6
1964,2
1965,10
1966,5
1967,8
1968,6
1969,5
1970,6
1971,10
1972,5
1973,9
1974,5
1975,2
1976,9
1977,10
1978,9
1979,2
1980,5
1981,7
1982,3
1983,3
1984,7
1985,9
1986,4
1987,2
1988,6
1989,10
1990,1
1991,7
1992,10
1993,10
1994,5
1995,10
1996,8
1997,4
1998,10
1999,7
2000,5
2001,5
2002,9
2003,2
2004,10
2005,2
2006,10
2007,9
2008,2
2009,10
2010,1
2011,1
2012,7
2013,6
2014,6
2015,10
2016,7
2017,2
2018,9
2019,8
2020,6
2021,6
2022,5
2023,9
2024,2
2025,2
2026,4
2027,10
2028,10
2029,6
2030,10
2031,10
2032,10
2033,10
2034,6
2035,10
2036,2
2037,6
2038,5
2039,6
2040,7
2041,9
2042,5
2043,6
2044,5
2045,5
2046,2
2047,8
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,7
2055,0
2056,7
2057,9
2058,2
2059,9
2060,10
2061,10
2062,10
2063,0
2064,10
2065,9
2066,10
2067,10
2068,3
2069,3
2070,2
2071,9
2072,5
2073,8
2074,10
2075,9
2076,8
2077,6
2078,7
2079,6
2080,1
2081,4
2082,9
2083,9
2084,9
2085,5
2086,9
2087,2
2088,6
2089,6
2090,2
2091,10
2092,3
2093,3
2094,5
2095,10
2096,10
2097,5
2098,6
2099,10
2100,2
2101,8
2102,6
2103,5
2104,2
2105,8
2106,8
2107,5
2108,10
2109,5
2110,10
2111,10
2112,9
2113,6
2114,10
2115,8
2116,6
2117,5
2118,10
2119,10
2120,9
2121,2
2122,9
2123,10
2124,5
2125,7
2126,9
2127,4
2128,6
2129,10
2130,6
2131,9
2132,9
2133,10
2134,7
2135,5
2136,8
2137,6
2138,6
2139,2
2140,3
2141,0
2142,4
2143,10
2144,6
2145,4
2146,4
2147,7
2148,4
2149,8
2150,1
2151,10
2152,8
2153,6
2154,2
2155,6
2156,10
2157,3
2158,5
2159,5
2160,3
2161,0
2162,4
2163,6
2164,10
2165,6
2166,1
2167,10
2168,9
2169,2
2170,10
2171,6
2172,9
2173,5
2174,0
2175,3
2176,5
2177,6
2178,6
2179,4
2180,10
2181,5
2182,2
2183,6
2184,9
2185,9
2186,7
2187,8
2188,4
2189,10
2190,10
2191,6
2192,5
2193,2
2194,10
2195,2
2196,9
2197,9
2198,10
2199,5
2200,4
2201,2
2202,10
2203,5
2204,10
2205,2
2206,2
2207,2
2208,10
2209,2
2210,2
2211,10
2212,0
2213,5
2214,10
2215,5
2216,5
2217,2
2218,8
2219,9
2220,0
2221,4
2222,6
2223,2
2224,2
2225,1
2226,1
2227,8
2228,10
2229,9
2230,3
2231,2
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,4
2239,10
2240,10
2241,1
2242,6
2243,10
2244,9
2245,9
2246,9
2247,2
2248,8
2249,10
2250,10
2251,10
2252,7
2253,6
2254,10
2255,10
2256,10
2257,2
2258,1
2259,8
2260,4
2261,10
2262,3
2263,4
2264,10
2265,10
2266,10
2267,7
2268,10
2269,1
2270,10
2271,9
2272,2
2273,2
2274,8
2275,9
2276,2
2277,8
2278,2
2279,10
2280,4
2281,4
2282,10
2283,3
2284,2
2285,2
2286,10
2287,5
2288,9
2289,8
2290,2
2291,2
2292,10
2293,6
2294,6
2295,9
2296,7
2297,5
2298,6
2299,10
2300,4
2301,9
2302,8
2303,6
2304,10
2305,9
2306,9
2307,10
2308,10
2309,1
2310,5
2311,5
2312,5
2313,10
2314,8
2315,2
2316,9
2317,4
2318,9
2319,9
2320,2
2321,2
2322,5
2323,10
2324,9
2325,10
2326,2
2327,4
2328,6
2329,6
2330,3
2331,2
2332,4
2333,6
2334,4
2335,6
2336,4
2337,7
2338,2
2339,10
2340,10
2341,6
2342,2
2343,6
2344,10
2345,8
2346,10
2347,3
2348,5
2349,3
2350,8
2351,6
2352,6
2353,9
2354,4
2355,3
2356,4
2357,6
2358,2
2359,9
2360,10
2361,6
2362,3
2363,9
2364,10
2365,6
2366,5
2367,6
2368,10
2369,10
2370,2
2371,6
2372,5
2373,3
2374,5
2375,1
2376,2
2377,10
2378,10
2379,2
2380,9
2381,5
2382,9
2383,10
2384,10
2385,4
2386,6
2387,9
2388,6
2389,10
2390,7
2391,10
2392,4
2393,3
2394,10
2395,5
2396,6
2397,1
2398,5
2399,7
2400,2
2401,5
2402,9
2403,10
2404,1
2405,10
2406,9
2407,8
2408,6
2409,2
2410,5
2411,2
2412,8
2413,9
2414,8
2415,9
2416,10
2417,9
2418,2
2419,2
2420,5
2421,8
2422,9
2423,5
2424,9
2425,9
2426,10
2427,6
2428,4
2429,6
2430,2
2431,4
2432,8
2433,5
2434,2
2435,10
2436,5
2437,6
2438,9
2439,9
2440,8
2441,2
2442,10
2443,10
2444,4
2445,0
2446,5
2447,8
2448,2
2449,5
2450,6
2451,8
2452,6
2453,10
2454,4
2455,6
2456,8
2457,10
2458,10
2459,1
2460,10
2461,3
2462,3
2463,2
2464,9
2465,10
2466,9
2467,8
2468,1
2469,1
2470,9
2471,6
2472,6
2473,10
2474,8
2475,6
2476,7
2477,5
2478,10
2479,8
2480,4
2481,2
2482,8
2483,2
2484,2
2485,7
2486,10
2487,3
2488,9
2489,6
2490,4
2491,9
2492,10
2493,5
2494,2
2495,5
2496,9
2497,2
2498,7
2499,2
2500,10
2501,8
2502,5
2503,5
2504,5
2505,9
2506,1
2507,8
2508,0
2509,9
2510,10
2511,0
2512,3
2513,4
2514,9
2515,4
2516,10
2517,5
2518,10
2519,10
2520,8
2521,10
2522,8
2523,4
2524,9
2525,10
2526,9
2527,8
2528,10
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,8
2537,8
2538,9
2539,9
2540,3
2541,9
2542,6
2543,10
2544,3
2545,10
2546,2
2547,8
2548,9
2549,10
2550,10
2551,8
2552,10
2553,5
2554,8
2555,5
2556,2
2557,10
2558,10
2559,10
2560,2
2561,4
2562,0
2563,9
2564,9
2565,8
2566,1
2567,5
2568,2
2569,5
2570,9
2571,10
2572,2
2573,5
2574,9
2575,9
2576,5
2577,1
2578,10
2579,8
2580,8
2581,3
2582,9
2583,9
2584,10
2585,4
2586,9
2587,0
2588,8
2589,1
2590,5
2591,4
2592,2
2593,9
2594,10
2595,10
2596,6
2597,1
2598,1
2599,3
2600,10
2601,7
2602,1
2603,5
2604,1
2605,6
2606,8
2607,6
2608,5
2609,10
2610,4
2611,9
2612,4
2613,5
2614,10
2615,5
2616,2
2617,6
2618,6
2619,10
2620,10
2621,6
2622,10
2623,2
2624,10
2625,9
2626,9
2627,9
2628,4
2629,1
2630,9
2631,9
2632,5
2633,10
2634,2
2635,6
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,10
2644,10
2645,6
2646,8
2647,2
2648,9
2649,3
2650,0
2651,4
2652,6
2653,1
2654,10
2655,10
2656,8
2657,8
2658,10
2659,1
2660,9
2661,6
2662,6
2663,6
2664,4
2665,2
2666,5
2667,10
2668,9
2669,6
2670,9
2671,9
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,5
2682,10
2683,8
2684,9
2685,6
2686,10
2687,2
2688,10
2689,0
2690,9
2691,5
2692,10
2693,6
2694,3
2695,9
2696,8
2697,2
2698,4
2699,10
2700,6
2701,2
2702,2
2703,1
2704,10
2705,9
2706,10
2707,9
2708,10
2709,5
2710,9
2711,7
2712,3
2713,9
2714,10
2715,9
2716,8
2717,4
2718,9
2719,10
2720,10
2721,10
2722,5
2723,6
2724,4
2725,8
2726,1
2727,2
2728,3
2729,8
2730,9
2731,4
2732,4
2733,10
2734,9
2735,9
2736,7
2737,10
2738,9
2739,2
2740,6
2741,1
2742,9
2743,5
2744,6
2745,1
2746,8
2747,4
2748,10
2749,9
2750,9
2751,3
2752,5
2753,8
2754,5
2755,6
2756,5
2757,10
2758,9
2759,10
2760,7
2761,4
2762,10
2763,3
2764,10
2765,5
2766,6
2767,4
2768,10
2769,9
2770,6
2771,6
2772,2
2773,8
2774,3
2775,10
2776,5
2777,2
2778,2
2779,10
2780,10
2781,10
2782,7
2783,5
2784,8
2785,4
2786,10
2787,9
2788,6
2789,2
2790,8
2791,6
2792,9
2793,8
2794,4
2795,8
2796,5
2797,9
2798,10
2799,9
2800,6
2801,6
2802,8
2803,1
2804,4
2805,10
2806,10
2807,8
2808,5
2809,9
2810,6
2811,10
2812,8
2813,8
2814,2
2815,10
2816,9
2817,3
2818,4
2819,2
2820,5
2821,5
2822,9
2823,10
2824,9
2825,4
2826,2
2827,4
2828,1
2829,5
2830,5
2831,9
2832,3
2833,4
2834,10
2835,4
2836,10
2837,4
2838,5
2839,5
2840,5
2841,6
2842,2
2843,7
2844,9
2845,10
2846,4
2847,10
2848,5
2849,10
2850,3
2851,0
2852,0
2853,2
2854,7
2855,9
2856,10
2857,10
2858,10
2859,4
2860,10
2861,9
2862,3
2863,0
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,4
2871,8
2872,2
2873,2
2874,6
2875,3
2876,8
2877,9
2878,0
2879,4
2880,6
2881,3
2882,6
2883,8
2884,0
2885,9
2886,3
2887,2
2888,10
2889,10
2890,9
2891,8
2892,8
2893,2
2894,8
2895,2
2896,9
2897,8
2898,9
2899,10
2900,9
2901,10
2902,8
2903,9
2904,5
2905,2
2906,4
2907,10
2908,3
2909,3
2910,9
2911,10
2912,5
2913,5
2914,9
2915,10
2916,2
2917,9
2918,10
2919,5
2920,5
2921,3
2922,5
2923,10
2924,3
2925,8
2926,1
2927,4
2928,2
2929,9
2930,7
2931,6
2932,2
2933,9
2934,9
2935,8
2936,6
2937,4
2938,10
2939,8
2940,1
2941,4
2942,5
2943,2
2944,5
2945,9
2946,9
2947,4
2948,4
2949,10
2950,10
2951,2
2952,4
2953,6
2954,2
2955,3
2956,8
2957,10
2958,3
2959,8
2960,4
2961,2
2962,9
2963,9
2964,2
2965,6
2966,7
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,10
2977,4
2978,10
2979,2
2980,8
2981,10
2982,2
2983,10
2984,7
2985,2
2986,3
2987,6
2988,7
2989,6
2990,9
2991,5
2992,5
2993,7
2994,9
2995,9
2996,5
